"","cyberDate","cyberTitle","cyberPrice","cyberCity","cyberDescriptive"
"989",2019-11-04,"Xiaomi redmi note 7 64gb NOVO","190","Santana, Santana","Vendo xiaomi redmi note 7 versão de 64gb, novo na..."
"990",2019-11-03,"Samsung Galaxy A5 2017","200","Estreito de Câmara de Lobos, Garachico","Boas, estou a vender um Samsung Galaxy A5 de 2017,..."
"991",2019-11-03,"Vendo iphone 5S 16Gb","200","Imaculado Coração de Maria, Til","Vendo iphone 5s 16gb, com 1 mês de uso
- Com pel..."
"992",2019-10-31,"Antena wifi 4SAntena WIFI iPhone 4S","5","Caniço, Assomada","Antena Wifi / wireless iPhone 4S. Disponíveis par..."
"993",2019-10-31,"Vendo Samsung s6","120","São Martinho, Barreiros","Vendo sansung s6 en perfectas condiciones motivo d..."
"994",2019-10-31,"Iphone 4S Antena rede móvel GSM iPhone 4S","5","Caniço, Assomada","Antena rede móvel GSM/UMTS iPhone 4S . Disponíve..."
"995",2019-10-31,"Flex conector de carga iPhone 5CFlex conector de carga iPhone 5C","10","Caniço, Assomada","Flex conector de carga iPhone 5C. Disponíveis par..."
"996",2019-10-31,"Iphone 3GS Flex volume power e ficha auscultador","7","Caniço, Assomada","Fita flex com funções de power,volume , mute e f..."
"997",2019-10-31,"Flex connector de carga iPhone 6 Plus","10","Caniço, Assomada","Flex conector de carga para iPhone 6 Plus. Dispon�..."
"998",2019-10-31,"Flex iPhone 5 com as funções de power volumeFlex power , mute e volume para iPhone 5","10","Caniço, Assomada","Flex com as funções de power,mute e volume iPhon..."
"999",2019-10-31,"Flex botao ligar iPhone 4SFlex botao power iPhone 4S","6","Caniço, Assomada","Flex de botao power e sensor de proximidade para i..."
"1000",2019-10-31,"Flex botao power para iphone 4Flex power iPhone 4","7","Caniço, Assomada","Flex botao power para iPhone 4. Disponíveis para ..."
"1001",2019-10-31,"Flex conector de carga iPhone 4Flex conector de carga e microfone iPhone 4","10","Caniço, Assomada","Flex com conector de carga e microfone para iPhone..."
"1002",2019-10-31,"Iphone 4 Flex de teste Display iPhone 4 e 4S","8","Caniço, Assomada","Flex extensão para poder testar os Display de iPh..."
"1003",2019-10-31,"Flex conector de carga iPhone 4SFlex ficha de carga iPhone 4S","10","Caniço, Assomada","Flex conector de carga para iPhone 4S. Disponívei..."
"1004",2019-10-31,"Flex conector de carga iPhone 5Flex conector de carga iPhone 5","10","Caniço, Assomada","Fita Flex com ficha para carregamento / auscultado..."
"1005",2019-10-31,"940 ","8","Caniço, Assomada","Flex de extencao para iPhone 5, com esta flex faci..."
"1006",2019-10-31,"Iphone 5 Flex câmera frontal + sensor proximidade iPhone 5 ","10","Caniço, Assomada","Flex de c&acirc;mera frontal + sensor de proximida..."
"1007",2019-10-30,"Alcatel","50","Santo António, Pico dos Barcelos","Vendo Alcatel por 50 euros ainda tem 1 ano de gara..."
"1008",2019-10-30,"IPhone 6","12","Santo António, Madalenas","Vendo capa em pele para IPhone 6, nunca usada (nov..."
"1009",2019-10-29,"Telemóvel para peças Alcatel FM","5","Caniço, Assomada","Telemóvel para peças marca Alcatel FM."
"1010",2019-10-29,"Bateria original Alcatel CAB2170000C1","10","Caniço, Assomada","Bateria para telemóvel Alcatel, modelo da bateria..."
"1011",2019-10-26,"Flex volume e auscultador iPhone 4Flex botoes volume / mute e ficha auscultador","6","Caniço, Assomada","Flex para iPhone 4 que inclui os botoes de volume ..."
"1012",2019-10-26,"Bateria original Nokia BL-5K","15","Caniço, Assomada","Bateria original Nokia BL-5K . 
 Todas as bateria..."
"1013",2019-10-26,"vendo telemovel blackview","75","Santa Maria Maior, Quinta Deão","vendo telemovel blackview desbloqueado, como novo,..."
"1014",2019-10-26,"Smartphone Samsung Galaxy Fresh GT-S7390 - Para peças","20","Caniço, Assomada","Vendo telemóvel Samsung Galaxy Fresh GT-S7390 par..."
"1015",2019-10-26,"Bateria original Samsung AB463446TU","12","Caniço, Assomada","Bateria nova original Samsung AB463446TU compatív..."
"1016",2019-10-26,"Telemóvel para peças Samsung SGH-C270","10","Caniço, Assomada","Disponível telemóvel Samsung modelo SGH-C270 par..."
"1017",2019-10-26,"Bateria telemóvel Nos Novo III  / Zte Blade A520","20","Caniço, Assomada","Bateria para smartphone Nos Novo III / Zte Blade A..."
"1018",2019-10-26,"Película vidro temperado Samsung J7","4","Caniço, Assomada","Película de vidro temperado para smartphone Samsu..."
"1019",2019-10-25,"Bateria Zte Li3824T44P4h716043 2400mAh","20","Caniço, Assomada","Bateria original Zte Li3824T44P4h716043 .
Dispon�..."
"1020",2019-10-22,"Vendo","220","São Martinho, Lido","Vendo iphone 7 com ecra partido na parte inferior ..."
"1021",2019-10-22,"Iphone 6 Plus Vendo iphone 6s plus como novo","240","São Martinho, Vargem","Boas vendo iphone 6 s plus como novo sem marcas ne..."
"1022",2019-10-21,"Carregador ericsson bml 162 085 R1D","10","Funchal, Centro","Vendo carregador/adaptador da Salcomp para telemó..."
"1023",2019-10-20,"128GB","350","Câmara de Lobos, Preces","Estou à vender este smartphone em estado razoáve..."
"1024",2019-10-20,"Película iPhone 5/5c/SE","5","São Martinho, Virtudes","Película iPhone 5/5c/SE"
"1025",2019-10-20,"Cabo Usb-Mini Usb Motorola","10","São Martinho, Virtudes","Cabo Usb-Mini Usb Motorola original
Faço entrega..."
"1026",2019-10-20,"Cartão MicroSD 4gb Kingston","5","São Martinho, Virtudes","Cartão MicroSD 4gb Kingston.
Faço entregas"
"1027",2019-10-20,"Auricular com mic e controle de volume original Apple","20","São Martinho, Virtudes","Auricular com mic e controle de volume original Ap..."
"1028",2019-10-20,"Samsung galaxy s5 branco","120","Santo António, Pico dos Barcelos","Vendo Samsung galaxy s5 branco em muito bom estado..."
"1029",2019-10-18,"Módulo ecrã completo telemóvel  Huawei Y6 2018","45","Caniço, Assomada","Módulo LCD + touch + aro para smartphone Huawei Y..."
"1030",2019-10-18,"Apple iPhone","29","Santo António, Madalenas","Vendo novo e embalado para iphones"
"1031",2019-10-17,"Iphone 8 pus 64GB","800","Santo António, Santa Quitéria","Vendo  iphone 8 Plus 64 GB com um ano de uso ainda..."
"1032",2019-10-17,"Vendo SAMSUNG A3 2016","100","Funchal, Centro","Vendo telemóvel A3 2016 em perfeitas condições,..."
"1033",2019-10-16,"Samsung galaxy  J3 2016  black  novo  desbloqueado","80","São Martinho, Casa Branca","5"
"1034",2019-10-16,"Samsung A70 novo","360","Funchal, Centro","Bom dia.

Vendo Samsung Galaxy A70 novo. Sem.mar..."
"1035",2019-10-12,"galaxy S4 mini","50","Tabúa, Zimbreiros","Às vezes a pessoa com quem está a falar deixa de..."
"1036",2019-10-12,"Samsung Monte Slider GT-E2550 - peças","10","Caniço, Assomada","Disponível para venda , peças para telemóvel Sa..."
"1037",2019-10-11,"7 telemóveis","30","Funchal, Centro","Vendo 5 telemóveis usados sem carregador todos a ..."
"1038",2019-10-11,"Iphone 4S vendo iphone 4 s para peças","20","São Pedro, Carreira","Iphone 4 s para peças"
"1039",2019-10-11,"Capa Maxshield Samsung Galaxy S10","10","Estreito de Câmara de Lobos, Igreja","Vendo capa nova da Maxshield para Samsung Galaxy S..."
"1040",2019-10-11,"Xiaomi redmi note 5","120","Funchal, Centro","Vendo xiaomi redmi note 5 global  3ram 32gb snapdr..."
"1041",2019-10-09,"Samsung S6+ dourado (ecrã partido)","1","Machico, Torre","Telemóvel samsung s6+ dourado com o ecrã partido..."
"1042",2019-10-09,"Vendo p20","1","São Vicente, Fajã dos Vinháticos","Vendo p20 em perfeitas condições mais info mensa..."
"1043",2019-10-08,"Samsung S7 32GB","190","Jardim do Mar, Igreja","Samsung S7 32GB, preto
Desbloqueado
Usado, em mu..."
"1044",2019-10-07,"Ecrã para Xiaomi A1","45","Funchal, Centro","Ecrã para Xiaomi mi A1 em branco."
"1045",2019-10-07,"Vendo Samsung Galaxy Note 4","115","Caniço, Centro","Vendo Samsung Galaxy Note 4 com bateria extra."
"1046",2019-10-07,"Samsung a7 2018 duos","250","Caniçal, Zona Franca Industrial","Com uma pequena quebra no vidro do ecra
Vai com c..."
"1047",2019-10-07,"Telefone Alcatel rede fixa ( Usado )","10","Funchal, Centro","Telefone Alcatel rede fixa ( Usado )

A funcionr..."
"1048",2019-10-06,"Front cristal samsung S3","5","Santa Maria Maior, Louros",".Front Cristal Samsung s3"
"1049",2019-10-06,"Touch + lcd samsung duos","20","Santa Maria Maior, Louros","-Touch + LCD Samsung Duos"
"1050",2019-10-06,"Samsung S6 cover","5","Santa Maria Maior, Louros",".Vendo pelicula original Samsung s6, a pelicula é..."
"1051",2019-10-04,"Cabo divisor vga hq com filtro","4","São Martinho, Barreiros","Cabo divisor de sinal VGA com filtro. Permite dupl..."
"1052",2019-10-03,"Power Bank Energia solar 10000 mAh","20","Funchal, Centro","Cor: PRETO
Incluído no Pacote:
1x energia solar..."
"1053",2019-10-02,"Vendo Huawei PSmart 2019","70","Santo António, Santo Amaro","Vendo Huawei PSmart esta tudo novo apenas foi util..."
"1054",2019-10-02,"Capa 360 j5 2017","5","Porto Santo, Campo de Baixo","Vendo capa 360 de silicone sem qualquer uso. Em ca..."
"1055",2019-10-01,"Capa Samsung S10e original","15","Santo António, Centro","Capa original como nova (custa na loja 29.90?)"
"1056",2019-09-30,"Samsung galaxy core plus SM-G350","45","São Martinho, Casa Branca","ecra 4,3 TFT, 1.2GHz processador dual-core, GPS,
..."
"1057",2019-09-29,"Capas retro","7","Gaula, Achada de Baixo","Para venda capas retro telemovel varios modelos"
"1058",2019-09-29,"Huawei Y7 2019 Red Novo","150","São Martinho, Casa Branca","Ecrã 6.26 HD+, LCD, Android? 8.1, Internet 4G,e P..."
"1059",2019-09-27,"Tampa traseira smartphone Asus Zenfone ZE520KL","19","Caniço, Assomada","Tampa traseira para telemóvel Asus Zenfone 3 ZE52..."
"1060",2019-09-26,"Smartphone LG G3 LG-D855 - Peças","40","Caniço, Assomada","Disponível peças para telemóvel LG G3 modelo LD..."
"1061",2019-09-26,"Relogio","250","Caniçal, Banda da Silva","Vendo em muito bom estado com factura .926173771"
"1062",2019-09-25,"Venda","100","São Martinho, Nazaré","Huawei Y5 como Novo
Sem Riscos"
"1063",2019-09-25,"Iphone 6 Iphone 6, desbloqueado em bom estado apenas com rachadora no canto inferior","100","Campanário, Centro","Iphone 6 desbloqueado em bom estado apenas uma rac..."
"1064",2019-09-25,"Iphone Xs max 64 gb prateado","1","São Martinho, Ajuda","Olá! Vendo iphone xs max 64 gb prateado com uma d..."
"1065",2019-09-24,"IPhone XS MAX 64GB","1","Santa Luzia, Levada Santa Luzia","Vendo iPhone em perfeitas condições, sempre usad..."
"1066",2019-09-24,"Troco iPhone 8 64gb por 2 iPhone do modelos 6s pra cima","470","Sé, Centro","Troco iPhone 8 quase em excelente estado por 2 iPh..."
"1067",2019-09-23,"Telefone","20","Funchal, Sé","Telefone casa ou escritório."
"1068",2019-09-21,"Iphone 6S iPhone 6s bateria nova/connector (board queimada)","1","Camacha, Achadinha","Boas vendo iPhone 6s levou bateria nova e connecto..."
"1069",2019-09-19,"Hisense Upro","50","Santa Maria Maior, Centro","Telemovel têm riscos aos lados como se vê nas fo..."
"1070",2019-09-18,"Capa para smartfone samsung galaxy grand neo plus","1","Caniço, Barreiros","Protecção para smartfone. ...em bom estado."
"1071",2019-09-17,"telemóveis para peças","20","Machico, Banda de Além","->Huawei_honor_7 *** problema na bateria/touch par..."
"1072",2019-09-16,"HTC U11 Dock USB (Peças)","20","Santa Cruz, Santa Cruz","HTC U11 Dock USB c/ microfone e motor vibração (..."
"1073",2019-09-16,"IPhone 7 128gb","350","Centro, Feiteira do Nuno","Vendo desbloqueado para todas as redes"
"1074",2019-09-15,"Iphone 5 - capa BlueTooth","5","Câmara de Lobos, Torre","Capa com teclado para  Iphone 5 - BlueTooth

VER..."
"1075",2019-09-15,"2 Telemóveis SONY XPERIA MIRO (1 Branco e 1 Preto)","50","Caniço, Azenha","1 Branco e 1 Preto
Em bom estado e a funcionar
C..."
"1076",2019-09-14,"LETV LeEco 2 X520 4G","90","São Pedro, Centro","Principais Características:
LETV LeEco 2 X520 An..."
"1077",2019-09-13,"Samsung j5 2017","120","Funchal, Centro","Vendo ou Troco Samsung j5 2017 ,dual sim,em bom es..."
"1078",2019-09-13,"Cabo USB","5","Machico, Poço do Gil","Vendo cabo usb novo iphone/ipad etc.."
"1079",2019-09-13,"Huawei p20","280","São Martinho, Centro","Vendo huawei p20"
"1080",2019-09-11,"Iphone 6S Vendo Iphone 6S de 64G","300","Santo António, Quinta do Leme","Vendo Iphone 6S de 64G , sem marcas de uso (está ..."
"1081",2019-09-11,"Protector de Ecrã + Capa p/ Xiaomi Redmi Note 5 - NOVO","10","São Martinho, Ajuda","2x Protetor de Ecrã - NOVO

- 2 Telas protetora..."
"1082",2019-09-11,"Iphone 6S Iphone 6S 64Gb","240","Santo António, Pico dos Barcelos","Vendo IPhone 6s 64Gb, desbloqueado a todas as rede..."
"1083",2019-09-10,"iPhone 7 128gb Branco","1","São Martinho, Barreiros","iPhone 7 com 128Gb Branco sem riscos ou avarias, a..."
"1084",2019-09-10,"Smart Watch Novo","20","São Martinho, Piornais","Lindo Smart Watch, novo."
"1085",2019-09-09,"Película de vidro temperado smartphone Huawei Y6 2018","4","Caniço, Assomada","Película de vidro temperado para telemóvel Huawe..."
"1086",2019-09-09,"Samsung a7 2018","10","Monte, Corujeira","Troco samsung a7 2018 porto outro equipamento do m..."
"1087",2019-09-08,"Smartphone Xiaomi Mi A2","180","Funchal, Centro","Vendo Smartphone Xiaomi Mi A2, com ecrã de 5,99, ..."
"1088",2019-09-08,"samsung J3","90","Santa Maria Maior, Quinta Deão","samsung J3, desbloqueado, como novo"
"1089",2019-09-05,"Telemóvel Vodafone Smart 4 Turbo / Vodafone 890N  - peças","10","Caniço, Assomada","Smartphone Vodafone Smart 4 Turbo / Vodafone 890N ..."
"1090",2019-09-05,"capa para samsung Grand Neo (NOVA)","2","Santa Maria Maior, Caminho do Palheiro","capa para samsung Gand Neo (nova)"
"1091",2019-08-31,"Lote Telemoveis Varios","20","Santa Maria Maior, Rochinha","Lote Telemoveis Vários , venda individual , compl..."
"1092",2019-08-31,"Auricular com fio Call Center","10","Santa Maria Maior, Rochinha","Auricular com fio  Call Center usado em bom estado..."
"1093",2019-08-31,"Micro Auricular Bluetooth","10","Santa Maria Maior, Rochinha","O micro auricular bluetooth é praticamente invis�..."
"1094",2019-08-31,"PowerBank 8000mah","20","Funchal, Centro","Energia solar ou usb bem pratico"
"1095",2019-08-30,"Telemóvel Wiko Wax - peças","25","Caniço, Assomada","Vendo peças de Smartphone Wiko Wax , se procura a..."
"1096",2019-08-29,"Samsung Galaxy j7 como NOVO com GARANTIA!!","210","Santa Maria Maior, Bom Sucesso","Vendo samsung galaxy j7 versão 2017 mas o telemó..."
"1097",2019-08-28,"Vendo ou troco Samsung S9 Plus por Outro","500","São Martinho, Centro","Vendo ou Troco Samsung s9 plus de 64 gb, desbloque..."
"1098",2019-08-27,"Wiko Rainbow Jam","50","Câmara de Lobos, Preces","Vendo Wiko Rainbow Jam - Preto em excelente estado..."
"1099",2019-08-27,"Conector de carga com PCB Telemóvel Doogee S30 , S60 Lite","17","Caniço, Assomada","PCB com ficha de carregamento para smartphone. Doo..."
"1100",2019-08-26,"Huawei mate 10 lite black","110","Funchal, Centro","Huawei mate 10 lite com o ecrã partido na zona in..."
"1101",2019-08-26,"Huawei mate 10 lite black","110","Funchal, Centro","Huawei mate 10 lite com o ecrã partido na zona in..."
"1102",2019-08-26,"Cabo Carregamento Rápido Magnético OLAF 3A Tipo C","11","Sé, Centro","Boas, vendo cabo magnético de carregamento rápid..."
"1103",2019-08-24,"Telemóvel TP-Link Neffos Y5L para reparação ou peças","18","Camacha, Centro","Telemóvel TP-Link Neffos Y5L, o ecrã não funcio..."
"1104",2019-08-24,"HTC M8-32GB","140","Funchal, Centro","Vendo htc m8 com 32GB de memória. Como novo sem r..."
"1105",2019-08-22,"Sim nos e meo 3GB","10","Funchal, Centro","Em caixa original. Não aceito trocas. Apenas entr..."
"1106",2019-08-20,"Telemóvel","200","São Martinho, Nazaré","Vendo ou troco por iphone, huawei p10 lite azul, c..."
"1107",2019-08-20,"Smartwach com slot do cartão sim","20","Imaculado Coração de Maria, Quinta Deão","916361471"
"1108",2019-08-20,"Iphone 7 32GB","340","&Aacute;gua de Pena, Queimada Cima","Phone 7 rosa 32GB 

Como novo, apenas tem uns ri..."
"1109",2019-08-20,"Suporte telemóvel","9","Caniço, Figueirinhas","Suporte universal do telefone para motocicleta ou ..."
"1110",2019-08-19,"Acessorios telemoveis","2","&Aacute;gua de Pena, Igreja","Power bank 2600mah
Ideal para carregar o seu equi..."
"1111",2019-08-19,"Telemoveis retro ideais para colecionadores","25","&Aacute;gua de Pena, Igreja","Telemóveis novos e usados alguns com caixas e ace..."
"1112",2019-08-19,"Asus Zenfone Selfie ZD551KL em óptimo estado","130","Santo António, Madalenas","Asus Zenfone Selfie ZD551KL
Livre desbloqueado to..."
"1113",2019-08-17,"Cabo carregador Apple watch","15","Caniço, Cancela","Cabo carregador Apple watch de 1 metro"
"1114",2019-08-16,"Mini ventilador para telemóvel","6","Caniço, Figueirinhas","Mini Ventilador Eléctrico para telemóvel android..."
"1115",2019-08-16,"Chave de fenda para telemóveis","8","Caniço, Figueirinhas","HEXIN 5 em 1 Precision Torx. Chave de fenda Cellph..."
"1116",2019-08-16,"Suporte telemóvel no volante do carro.","7","Caniço, Figueirinhas","Suporte universal do telefone móvel multifunciona..."
"1117",2019-08-14,"pelicula vidro para iphone xr","8","Gaula, Porto Novo","Vendo pelicula vidro para iphone XR Nova
Tenho 2..."
"1118",2019-08-13,"Capa para SAMSUNG GALAXY A7 2018","5","Caniço, Caniço de Baixo","Tenho uma capa de telemóvel NUNCA USADA para vend..."
"1119",2019-08-12,"Iphone 6 Vendo ou troco","10","Estreito de Câmara de Lobos, Covão","Vendo ou troco iPhone 6 silver 32g novo sem marcas..."
"1120",2019-08-09,"Iphone X 256 GB","550","Caniço, Livramento","Vendo iPhone X 256 GB o vidro do ecrã está racha..."
"1121",2019-08-08,"Bateria original Vodafone Smart 4 Turbo","15","Caniço, Assomada","Bateria original para Vodafone Smart 4 Turbo , Vod..."
"1122",2019-08-07,"Vendo ou troco Huawei p9 lite ( dou mais dinheiro por outro)","165","Funchal, Centro","Vendo ou troco Huawei p9 lite excelentes condiçõ..."
"1123",2019-08-07,"Galaxy s9+","520","Caniçal, Banda de Além","Samsung galaxy s9+ de 64gb desbloqueado para todas..."
"1124",2019-08-07,"Capa/carregador iPhone X","30","Funchal, Centro","Capa nova nunca usada. 
Carregue o seu iPhone X c..."
"1125",2019-08-05,"Samsung s9 plus 128gb desbloqueado","425","&Aacute;gua de Pena, Bem Posta","Está como novo,
Muito bem estimado
Sem riscos ..."
"1126",2019-08-04,"Vendo Huawei GOLD NOVO","120","São Roque, Centro","Vendo huawei  LY0-L21 GOLD da Sub-marca HONOR 100%..."
"1127",2019-08-03,"Vendo canon","200","Estreito de Câmara de Lobos, Covão","Vendo câmera cânon, como nova, usada apenas duas..."
"1128",2019-08-02,"Módulo ecrã telemóvel Sony Xperia L1 G3311 G3312 G3313","37","Caniço, Assomada","Módulo de ecran com aro para smartphone Sony Xper..."
"1129",2019-08-02,"Tampa traseira telemóvel Sony Xperia Z5 Plus E6833 E6853 E6883","14","Caniço, Assomada","Tampa traseira com antena NFC para smartphone Sony..."
"1130",2019-08-02,"Tampa traseira telemóvel  Huawei P9 VNS-L31","10","Caniço, Assomada","Tampa traseira nova para smartphone Huawei 9 VNS-L..."
"1131",2019-08-02,"Bateria Sony Ericsson BST-38","10","Caniço, Assomada","Bateria original , usada , testada em equipamento ..."
"1132",2019-07-31,"Capa para iphone 6 plus","3","São Martinho, Junto ao Modelo","Capa em silicone para iphone 6 plus, novo."
"1133",2019-07-31,"Bateria original LG BL-41ZH","16","Caniço, Assomada","Bateria original LG BL-41ZH.  Disponíveis com out..."
"1134",2019-07-30,"Bateria original CPLD-315 para Vodafone 890N","15","Caniço, Assomada","Bateria original para smartphone Vodafone 890N , r..."
"1135",2019-07-30,"Telemóvel - Huawei P9 Lite","165","Sé, Centro","Vendo telemóvel Huawei P9 Lite, preto, desbloquea..."
"1136",2019-07-29,"Películas protetoras para samsung S5","1","São Roque, &Aacute;lamos","vendo Películas protetoras para samsung s5"
"1137",2019-07-29,"Capa para samsung S4","2","São Roque, &Aacute;lamos","Vendo capa dos One Direction para samsung s4 nunca..."
"1138",2019-07-29,"Películas protetoras para iphone 4","1","São Roque, &Aacute;lamos","Vendo películas protetoras para iphone 4"
"1139",2019-07-29,"Capas para iphone 4","2","São Roque, &Aacute;lamos","Vendo várias capas para iphone 4 a 2 euros cada"
"1140",2019-07-29,"Capas para samsung S5","2","São Roque, &Aacute;lamos","Vendo 2 capas para samsung s5 a 2 euros cada"
"1141",2019-07-28,"IPHONE 7 de 32GB preto impecavel e jailbrake","300","Santa Luzia, Centro","Iphone 7 como esta com jailbrake esta muito muito ..."
"1142",2019-07-24,"Módulo display + touch + frame lg G2 preto , D802 , D805","48","Caniço, Assomada","Módulo de Display + touch + frame preto para tele..."
"1143",2019-07-24,"Peças de telemóvel Samsung SGH-J600","10","Caniço, Assomada","Telemóvel Samsung SGH-J600 para peças. Se procur..."
"1144",2019-07-24,"Cabo Lightning para USB original","15","Caniço, Assomada","Cabo original Lightning para usb. Este cabo é uti..."
"1145",2019-07-24,"Samsung Galaxy J5 2016","120","Machico, Sto António da Serra","Pouco uso, nao tem garantia.
Aceito trocas"
"1146",2019-07-23,"Suporte magnético universal","5","Caniço, Figueirinhas","Suporte magnético universal.Artigo muito bom.Só ..."
"1147",2019-07-23,"Iphone 6S Iphone 6s","150","Funchal, Centro","Iphone 6S cor de rosa."
"1148",2019-07-23,"Samsung Galaxy S GT-i9000 - peças","10","Caniço, Assomada","Vendo peças de telemóvel Samsung Galaxy S GT-i90..."
"1149",2019-07-22,"Sony Xperia Z5","150","Caniço, Assomada","Vendo Sony Xperia X5 com algumas marcas de uso sem..."
"1150",2019-07-21,"Nokia Lumia 620 para peças","25","Caniço, Assomada","Nokia Lumia 620 para venda de peças."
"1151",2019-07-21,"Flex botao home para iphone 6","15","São Pedro, Levada do Cavalo","Flex botao home para iphone 6.
Novo."
"1152",2019-07-19,"Telemóvel Nokia 6151 para peças","15","Caniço, Assomada","Telemóvel Nokia 6151 para peças."
"1153",2019-07-19,"Telemóvel Nokia 2730c-2 para peças","10","Caniço, Assomada","Telemóvel Nokia 2730c-2 para peças ."
"1154",2019-07-18,"Motorola L6 - peças","15","Caniço, Assomada","Motorola L6 - peças."
"1155",2019-07-18,"Sony Xperia E6853 - Peças","50","Caniço, Assomada","Sony Xperia Z5 Premium E6853 - venda de peças. Se..."
"1156",2019-07-18,"Ecran Display + touch Sony Z5 Premium E6833 , E6853 , E6883","45","Caniço, Assomada","Ecrã lcd e touch screen para smartphone Sony Z5 P..."
"1157",2019-07-17,"Display ecra telemóveis samsung","15","Caniço, Assomada","Display ecrã para telemóveis Samsung, tenho tamb..."
"1158",2019-07-17,"Módulo display + touch + frame samsung galaxy S4 GT-I9505 preto","40","Caniço, Assomada","Módulo de Display + touch + frame preto para tele..."
"1159",2019-07-17,"Capa Samsung A8","10","Machico, Poço do Gil","Capa Samsung A8 , nunca usada ! Ainda com caixa."
"1160",2019-07-16,"Nokia Lumia 920","25","Caniço, Assomada","Disponíveis peças de telemóvel Nokia Lumia 920 ..."
"1161",2019-07-16,"Iphone 5S Iphone 5s space grey 16gb","100","São Gonçalo, Bom Sucesso","Vendo iPhone em boas condições, motivo de venda ..."
"1162",2019-07-16,"Blackberry 9220","20","São Gonçalo, Bom Sucesso","Vendo telemóvel em bom estado, motivo de venda po..."
"1163",2019-07-15,"Luxury cover iphone 6 plus   6S plus","10","Machico, Banda de Além","Capa de alta qualidade e resistencia ROCK. Novas e..."
"1164",2019-07-15,"Samsung Gt S4 Desbloqueado Com Capa","55","Santa Maria Maior, Louros","Samsung Gt S4 Desbloqueado Com Capa
Como esta na ..."
"1165",2019-07-15,"Capa Xiaomi A2 ou Xiaomi MI 6X","3","Estreito de Câmara de Lobos, Igreja","Tenho uma capa para o telemóvel Xiaomi A2 ou o te..."
"1166",2019-07-12,"Bateria samsung AB043446BE   800mAh","15","Caniço, Assomada","Bateria original Samsung AB043446BE compatível co..."
"1167",2019-07-10,"Carregadores de telemóveis","3","Estreito de Câmara de Lobos, Covão","Vendo carregadores (11) de várias marcas  Sendo; ..."
"1168",2019-07-10,"Xiaomi note 5","150","São Pedro, Achada","Xiaomi note 5, como novo.
32gb memória interna e..."
"1169",2019-07-07,"Capa PowerBank Iphone X/XS - 3600mAh","25","Santo António, Madalenas","Vendo PowerBank Iphone X/XS - 3600mAh.
Comprado p..."
"1170",2019-07-07,"Sony Ericson W100i Desbloqueado 25.00","25","Santa Maria Maior, Louros","Sony Ericson W100i Desbloqueado
Tipo
Sony Ericso..."
"1171",2019-07-06,"Nokia lumia 710","20","Santo António, Courelas","Telemóvel Nokia Lumia 710 em excelente estado e e..."
"1172",2019-07-04,"Iphone 6S Plus iPhone 6s Plus","300","Santo António, Madalenas","iPhone 6s Plus 
Capacidade - 128GB
Cor - Rosa Go..."
"1173",2019-07-03,"Iphone 4 Tampa traseira da bateria iPhone 4","10","Caniço, Assomada","Tampa traseira / tampa da bateria para iPhone 4 ,a..."
"1174",2019-07-03,"Telemóvel Samsung SGH-J700i","15","Caniço, Assomada","Disponível para venda de peças Samsung SGH-J700i..."
"1175",2019-07-03,"Smartphone LG LG-E440","15","Caniço, Assomada","Disponível para venda de peças telemóvel LG mod..."
"1176",2019-07-01,"Iphone 7 32gb","225","Arco da Calheta, Corujeira","Estou a vender um iphone 7 de 32 gb com algumas ma..."
"1177",2019-06-30,"Iphone 4 IPhone 4-32gigas meo","75","Santa Maria Maior, Bom Sucesso","IPhone 4 mais radio compativel com comando"
"1178",2019-06-27,"Capa alcatel 1c","15","Funchal, Centro","Nova nunca usada.."
"1179",2019-06-26,"iPhone 7 128GB pouco uso, preto mate + capa Apple","380","São Martinho, Nazaré","iPhone 7 com 128Gb preto mate, sem riscos ou avari..."
"1180",2019-06-26,"Vendo","10","São Martinho, Vitória","Boas vendo três capas para Samsung S8 todas em bo..."
"1181",2019-06-21,"Smartphone Huawei P10 Lite","140","Funchal, Centro","Vendo este smartphone! Está em perfeitas condiç�..."
"1182",2019-06-18,"Vidro samsung S4 mini I9190  I9195","10","Caniço, Assomada","Vidro tátil telemovel Samsung S4 mini , i9190 , I..."
"1183",2019-06-16,"Moto G2 4G XT1068 Dual 8GB","55","Funchal, Centro","Em bom estado. Sem riscos no ecrã. Vendo sem caix..."
"1184",2019-06-15,"Carregador Alcatel Antigo","10","Funchal, Centro","Pri: 230v ~ 50hz 35mA
Sec: 4.5v 300mA"
"1185",2019-06-15,"Capa Xiaomi Mi MIX2","4","Santa Cruz, Centro","Vendo capa nova nunca usada para Xiaomi Mi Mix 2"
"1186",2019-06-15,"Samsung grand neo duos para pecas","20","Caniço, Assomada","Vendo peças de Samsung Grand Neo Duos GT-i9060. S..."
"1187",2019-06-14,"OnePlus 6T como novo","500","Caniço, Reis Magos","Vendo OnePlus 6T como novo, marca que dispensa apr..."
"1188",2019-06-12,"Vendo Samsung S8","379","Centro, Pico das Pedras","Vendo Vendo Samsung S8 de 64gb, em bom estado, vai..."
"1189",2019-06-12,"Xiaomi Mi Mix 2","5","Funchal, Centro","Capa em silicone para Xiaomi Mi Mix 2."
"1190",2019-06-11,"Vendo Xiaomi Mi a2 64GB","145","Caniço, Centro","Comprado há pouco tempo. Sem marcas de uso. Tenho..."
